,"(following, count)","(following, birth mean)","(following, birth std)","(following, birth min)","(following, birth max)","(following, death mean)","(following, death std)","(followers, count)","(followers, birth mean)","(followers, birth std)","(followers, birth min)","(followers, birth max)","(followers, death mean)","(followers, death std)"
John_Joseph_Haldane,1,1710.0,,1710.0,1710.0,1796.0,,0,,,,,,
Fethullah_Gülen,1,1165.0,,1165.0,1165.0,1240.0,,0,,,,,,
Rosi_Braidotti,3,1927.66666667,3.7859388972,1925.0,1932.0,1989.5,7.77817459305,0,,,,,,
William_A._Earle,3,1868.0,49.244289009,1813.0,1908.0,1928.33333333,63.6343722632,0,,,,,,
Helen_Longino,1,1935.0,,1935.0,1935.0,,,0,,,,,,
Ernst_Bloch,1,1818.0,,1818.0,1818.0,1883.0,,2,1923.0,28.2842712475,1903.0,1943.0,1969.0,
Francisco_Suárez,2,441.0,1166.72618896,-384.0,1266.0,493.0,1152.58405333,8,1732.125,140.946228349,1583.0,1907.0,1800.0,149.69015618
Jules_Vuillemin,4,1887.5,28.5014619508,1861.0,1926.0,1969.25,15.903353944,0,,,,,,
Max_Stirner,3,1778.66666667,48.2735262161,1723.0,1809.0,1848.0,50.4777178565,19,1873.36842105,37.8127117461,1809.0,1951.0,1936.33333333,35.4284697749
Slavoj_Žižek,12,1873.16666667,101.924065615,1596.0,1947.0,1925.33333333,116.625468917,3,1973.0,10.0,1963.0,1983.0,,
Tom_Rockmore,3,1821.66666667,61.5819237547,1762.0,1885.0,1889.33333333,78.6913802988,0,,,,,,
Christian_Wolff_(philosopher),6,919.0,1075.99330853,-551.0,1659.0,981.666666667,1072.40079572,4,1726.75,14.997221965,1714.0,1743.0,1788.75,28.5
Simon_Critchley,13,1715.0,634.143516879,-384.0,1940.0,1686.77777778,757.478840922,0,,,,,,
Friedrich_Adolf_Trendelenburg,3,1047.0,1239.2945574,-384.0,1768.0,1111.66666667,1241.60393578,5,1835.6,14.010710189,1813.0,1848.0,1906.8,29.600675668
Leonard_Lawlor,1,1930.0,,1930.0,1930.0,2004.0,,0,,,,,,
Cornelius_Castoriadis,9,1625.0,755.258233984,-384.0,1930.0,1694.11111111,758.458542777,6,1934.0,8.43800924389,1925.0,1948.0,2002.66666667,7.50555349947
Hans_Lipps,1,1889.0,,1889.0,1889.0,1976.0,,0,,,,,,
Lorenzo_Peña,5,1793.6,100.632002862,1646.0,1908.0,1871.2,106.35647606,0,,,,,,
Thomas_Kuhn,7,1883.57142857,22.99896478,1859.0,1926.0,1952.5,22.5721066806,6,1927.83333333,5.26940856896,1922.0,1936.0,1990.66666667,16.5025250593
Joseph_A._Bracken,3,1866.66666667,27.9344470741,1842.0,1897.0,1952.33333333,45.2364160089,0,,,,,,
Émile_Armand,5,1806.8,25.5675575681,1772.0,1844.0,1868.0,24.1557446584,1,1959.0,,1959.0,1959.0,,
Ronald_Dworkin,4,1884.0,52.6181210864,1806.0,1921.0,1961.25,59.6510687247,2,1956.0,4.24264068712,1953.0,1959.0,,
Simon_Blackburn,1,1711.0,,1711.0,1711.0,1776.0,,0,,,,,,
Lucien_Jerphagnon,1,1903.0,,1903.0,1903.0,1985.0,,0,,,,,,
Abu_Jafar_al-Tahawi,0,,,,,,,0,,,,,,
Lucretius,2,-415.5,105.358910397,-490.0,-341.0,-350.0,113.13708499,7,1763.0,122.062825354,1592.0,1925.0,1826.14285714,129.751594173
Umberto_Eco,0,,,,,,,1,1961.0,,1961.0,1961.0,,
Étienne_Balibar,1,1818.0,,1818.0,1818.0,1883.0,,1,1940.0,,1940.0,1940.0,,
Norman_Malcolm,2,1704.5,153.442171517,1596.0,1813.0,1752.5,144.956890143,0,,,,,,
Thomas_Hobbes,7,1014.14285714,941.534461853,-384.0,1596.0,1077.0,939.155294223,18,1787.0,126.968731676,1623.0,1947.0,1838.375,131.603381416
José_Ortega_y_Gasset,3,1866.0,19.287301522,1844.0,1880.0,1921.33333333,18.903262505,5,1923.8,32.4299244526,1889.0,1968.0,1988.33333333,15.6950098227
Milič_Čapek,3,1854.0,10.4403065089,1842.0,1861.0,1932.66666667,19.8578280115,2,1937.0,16.9705627485,1925.0,1949.0,1995.0,
Muhammad_al-Tijani,1,1903.0,,1903.0,1903.0,1981.0,,0,,,,,,
Hypatia,1,-384.0,,-384.0,-384.0,-322.0,,0,,,,,,
Antarah_ibn_Shaddad,0,,,,,,,1,915.0,,915.0,915.0,965.0,
Luce_Irigaray,5,1906.8,14.9231363996,1889.0,1930.0,1983.4,16.7421623454,2,1955.0,1.41421356237,1954.0,1956.0,,
Léon_Brunschvicg,2,1564.5,44.5477272148,1533.0,1596.0,1621.0,41.0121933088,5,1893.4,10.310189135,1883.0,1905.0,1960.8,14.8559752288
Hans_Kelsen,2,1781.5,99.7020561473,1711.0,1852.0,1854.5,111.015764646,3,1921.33333333,23.1156512634,1907.0,1948.0,1998.0,8.48528137424
Susanne_Langer,3,1876.66666667,17.1561456433,1861.0,1895.0,1959.33333333,23.1156512634,1,1907.0,,1907.0,1907.0,1968.0,
Allan_Gotthelf,1,-384.0,,-384.0,-384.0,-322.0,,0,,,,,,
John_Passmore,2,1896.5,4.94974746831,1893.0,1900.0,1969.0,9.89949493661,0,,,,,,
Posidonius,1,-334.0,,-334.0,-334.0,-262.0,,1,-4.0,,-4.0,-4.0,65.0,
Theophilos_Kairis,3,1764.66666667,28.8675134595,1748.0,1798.0,1840.66666667,14.1539158304,1,1784.0,,1784.0,1784.0,1860.0,
Terry_Eagleton,4,1895.75,51.9382646354,1818.0,1926.0,1965.5,55.2961722605,0,,,,,,
Milan_Komar,4,1889.5,10.1488915651,1882.0,1904.0,1974.5,17.2336879396,0,,,,,,
William_H._Poteat,4,1885.0,48.0901930404,1813.0,1913.0,1949.0,65.2993108693,0,,,,,,
Bryan_Magee,4,1851.5,48.5077313425,1788.0,1902.0,1931.0,61.892379714,0,,,,,,
Rosalind_Hursthouse,2,768.0,1629.17402385,-384.0,1920.0,844.0,1648.97301373,0,,,,,,
Empedocles,2,-542.5,38.8908729653,-570.0,-515.0,-477.5,24.7487373415,4,219.0,1095.59329437,-485.0,1844.0,285.75,1085.433362
Brand_Blanshard,3,1861.33333333,19.2959408512,1846.0,1883.0,1934.66666667,25.7164020293,0,,,,,,
Muhammad_Iqbal,3,1502.33333333,604.820910132,804.0,1859.0,1571.66666667,604.544732285,10,1934.2,20.4602595835,1900.0,1973.0,2000.0,13.1909059583
Ferdinand_Fellmann,1,1833.0,,1833.0,1833.0,1911.0,,0,,,,,,
T._K._Seung,3,1799.0,149.662954668,1632.0,1921.0,1859.66666667,166.211712383,0,,,,,,
William_Petty,2,602.0,1394.4145725,-384.0,1588.0,678.5,1414.92066915,3,1737.0,74.9866654813,1670.0,1818.0,1802.0,75.7165767847
Odo_Marquard,0,,,,,,,0,,,,,,
Peter_Kropotkin,7,1808.0,16.3401346384,1772.0,1820.0,1872.57142857,18.446834804,6,1919.33333333,28.959742172,1869.0,1951.0,1971.33333333,33.1260219968
Josiah_Royce,2,1829.5,17.6776695297,1817.0,1842.0,1895.5,20.5060966544,6,1885.16666667,9.62115724155,1870.0,1897.0,1965.33333333,28.4018778722
Kuno_Fischer,0,,,,,,,1,1848.0,,1848.0,1848.0,1925.0,
Jan_Hus,1,1331.0,,1331.0,1331.0,1384.0,,1,1390.0,,1390.0,1390.0,1460.0,
Norman_Geisler,1,1884.0,,1884.0,1884.0,1978.0,,0,,,,,,
Rein_Raud,1,1932.0,,1932.0,1932.0,,,0,,,,,,
Dominique_Janicaud,1,1813.0,,1813.0,1813.0,1900.0,,0,,,,,,
Jeff_Stilwell,1,-372.0,,-372.0,-372.0,-289.0,,0,,,,,,
Patricia_M._Shields,2,1889.0,42.4264068712,1859.0,1919.0,1970.0,25.4558441227,0,,,,,,
Lev_Shestov,1,1844.0,,1844.0,1844.0,1900.0,,0,,,,,,
Norbert_Elias,0,,,,,,,1,1930.0,,1930.0,1930.0,2002.0,
Kostas_Axelos,4,1254.0,1193.02724194,-535.0,1889.0,1321.0,1198.01585966,2,1915.5,20.5060966544,1901.0,1930.0,1997.5,9.19238815543
Raya_Dunayevskaya,1,1818.0,,1818.0,1818.0,1883.0,,0,,,,,,
Émile_Chartier,0,,,,,,,3,1906.0,2.64575131106,1904.0,1909.0,1973.66666667,27.2274371422
Bob_Black,6,1843.66666667,58.219126296,1772.0,1926.0,1913.0,66.7323010243,0,,,,,,
Henry_David_Thoreau,1,1803.0,,1803.0,1803.0,1882.0,,2,1897.5,40.3050865276,1869.0,1926.0,1940.0,
Ernst_Cassirer,1,1775.0,,1775.0,1775.0,1854.0,,4,1900.5,5.0,1895.0,1907.0,1977.75,8.61684396981
Ruth_Millikan,1,1912.0,,1912.0,1912.0,1989.0,,0,,,,,,
Johannes_Nikolaus_Tetens,4,1673.75,28.3004711386,1646.0,1711.0,1738.5,32.0572404718,0,,,,,,
Harold_Arthur_Prichard,0,,,,,,,3,1899.0,22.0,1877.0,1921.0,1985.66666667,15.5670592384
Salomon_Maimon,3,1541.0,350.154251723,1137.0,1757.0,1604.33333333,347.192069802,2,1759.5,3.53553390593,1757.0,1762.0,1818.5,6.36396103068
Roy_Johnston,1,1818.0,,1818.0,1818.0,1883.0,,0,,,,,,
Keith_Ward,2,1809.5,176.069588515,1685.0,1934.0,1753.0,,1,1966.0,,1966.0,1966.0,,
Friedrich_Heinrich_Jacobi,8,1695.0,38.3070303134,1632.0,1730.0,1760.375,42.7147933558,6,1795.33333333,54.9278314397,1729.0,1889.0,1859.5,65.1943249064
Julien_Offray_de_La_Mettrie,1,1632.0,,1632.0,1632.0,1704.0,,1,1959.0,,1959.0,1959.0,,
Carl_Schmitt,9,1739.77777778,133.905542994,1469.0,1899.0,1807.77777778,133.064625068,15,1930.26666667,19.2927324091,1892.0,1962.0,1981.83333333,25.7014915261
Sergei_Bulgakov,1,1853.0,,1853.0,1853.0,1900.0,,0,,,,,,
David_Chalmers,3,1809.66666667,186.789542891,1596.0,1942.0,1810.0,226.27416998,1,1970.0,,1970.0,1970.0,,
Ady_Jean-Gardy,4,1848.75,57.0168103866,1788.0,1905.0,1917.75,69.6198008232,0,,,,,,
José_Carlos_Mariátegui,4,1855.5,30.8166621597,1818.0,1891.0,1923.5,29.6479341607,0,,,,,,
Hameeduddin_Aqil,1,1877.0,,1877.0,1877.0,1938.0,,0,,,,,,
Christopher_Hitchens,11,1856.27272727,99.2250884697,1632.0,1942.0,1909.0,111.073174079,0,,,,,,
Wilfrid_Sellars,3,1890.66666667,9.50438495292,1881.0,1900.0,1971.66666667,3.7859388972,9,1936.0,8.18535277187,1924.0,1950.0,2003.33333333,10.9696551146
Giordano_Bruno,2,1263.5,194.454364826,1126.0,1401.0,1331.0,188.090403796,4,1681.25,72.0156233049,1632.0,1788.0,1740.25,81.5858443604
Simone_Weil,2,1843.0,35.3553390593,1818.0,1868.0,1917.0,48.0832611207,4,1929.5,18.0462369115,1913.0,1953.0,1984.66666667,23.1804515343
Hans_Vaihinger,5,1811.8,42.4876452631,1748.0,1844.0,1877.6,31.0290186761,2,1910.5,41.71930009,1881.0,1940.0,1973.0,
William_Wollaston,2,1614.0,25.4558441227,1596.0,1632.0,1677.0,38.1837661841,0,,,,,,
Walter_Benjamin,6,1867.66666667,48.7510683644,1772.0,1903.0,1945.16666667,55.4632010135,8,1936.25,20.0908650173,1903.0,1953.0,1986.25,18.3552898824
Pino_Rauti,4,1903.75,26.6880122902,1886.0,1943.0,1970.0,17.3493515729,0,,,,,,
Richard_Popkin,3,1625.0,26.2106848442,1596.0,1647.0,1677.66666667,28.0059517484,1,1964.0,,1964.0,1964.0,,
Moinuddin_Chishti,0,,,,,,,0,,,,,,
Immanuel_Hermann_Fichte,3,1728.0,71.3582510996,1646.0,1776.0,1790.33333333,65.7748685543,1,1806.0,,1806.0,1806.0,1884.0,
Nicholas_Rescher,3,1722.0,120.552892956,1646.0,1861.0,1790.33333333,135.736263885,1,1973.0,,1973.0,1973.0,,
Gillian_Rose,2,1815.5,3.53553390593,1813.0,1818.0,1869.0,19.7989898732,1,1949.0,,1949.0,1949.0,,
Michael_Marder,5,1397.4,1002.39652833,-384.0,1930.0,1473.8,1011.0050445,0,,,,,,
Kenneth_Binmore,0,,,,,,,0,,,,,,
Kenneth_Waltz,2,1528.5,84.1457069612,1469.0,1588.0,1603.0,107.48023074,2,1951.0,5.65685424949,1947.0,1955.0,,
Al-Jahiz,0,,,,,,,1,1120.0,,1120.0,1120.0,1196.0,
Ian_Rumfitt,3,1909.33333333,55.1935986626,1848.0,1955.0,1968.0,60.811183182,0,,,,,,
Simon_Glendinning,4,1892.25,36.2985307324,1844.0,1930.0,1968.75,47.2960533942,0,,,,,,
Hilary_Putnam,9,1878.11111111,46.7478460585,1813.0,1940.0,1935.85714286,55.5740604102,4,1935.0,12.0277457018,1917.0,1942.0,2002.0,1.41421356237
Cesare_Cremonini_(philosopher),2,371.0,1067.73123959,-384.0,1126.0,438.0,1074.8023074,0,,,,,,
Bijan_Abdolkarimi,1,1889.0,,1889.0,1889.0,1976.0,,0,,,,,,
Mulla_Sadra,0,,,,,,,1,1903.0,,1903.0,1903.0,1981.0,
José_Guilherme_Merquior,7,1897.71428571,37.1380949328,1818.0,1927.0,1974.71428571,47.0910971264,0,,,,,,
Henry_Sidgwick,4,1771.25,50.842075751,1711.0,1820.0,1846.0,54.9969696135,5,1929.6,13.2400906341,1919.0,1946.0,2005.33333333,5.7735026919
Josiah_Warren,0,,,,,,,1,1806.0,,1806.0,1806.0,1873.0,
Nikolai_Berdyaev,3,1772.33333333,171.841011791,1575.0,1889.0,1832.33333333,184.076976652,2,1900.5,16.2634559673,1889.0,1912.0,1983.5,14.8492424049
Yaşar_Nuri_Öztürk,2,703.5,1659.57961544,-470.0,1877.0,769.5,1652.50854763,0,,,,,,
Albertus_Magnus__Albert_the_Great__1,4,725.0,741.179690314,-384.0,1137.0,784.5,740.744445361,2,1330.5,99.7020561473,1260.0,1401.0,1396.0,96.1665222414
Michel_Henry,2,1839.5,103.944696834,1766.0,1913.0,1914.5,127.986327395,0,,,,,,
Hipparchia_of_Maroneia,1,-365.0,,-365.0,-365.0,-285.0,,1,-334.0,,-334.0,-334.0,-262.0,
Michael_Walzer,5,1808.0,194.535343832,1469.0,1931.0,1841.75,215.139295961,1,1953.0,,1953.0,1953.0,,
Benedetto_Croce,8,1806.125,53.196233755,1712.0,1875.0,1872.75,55.3811468694,3,1886.66666667,10.214368964,1875.0,1894.0,1937.0,7.0
Ibn_Maḍāʾ,3,783.666666667,28.2901631903,760.0,815.0,849.0,46.5080638169,0,,,,,,
Kurt_Koffka,1,1848.0,,1848.0,1848.0,1936.0,,2,1907.5,0.707106781187,1907.0,1908.0,1964.5,4.94974746831
Alexander_Herzen,2,1760.5,68.5893577751,1712.0,1809.0,1821.5,61.5182899632,3,1885.33333333,37.5810235802,1842.0,1909.0,1966.0,39.8873413504
David_Gauthier,1,1588.0,,1588.0,1588.0,1679.0,,0,,,,,,
F._H._Bradley,4,1800.75,37.6950483043,1762.0,1836.0,1863.5,38.8286835557,5,1876.4,18.9947361129,1859.0,1901.0,1961.4,24.9859960778
Émile_Boutroux,1,1766.0,,1766.0,1766.0,1824.0,,1,1861.0,,1861.0,1861.0,1949.0,
Ibn_Battah,0,,,,,,,0,,,,,,
Gonzalo_Arango,1,1895.0,,1895.0,1895.0,1964.0,,0,,,,,,
Montesquieu,6,1266.66666667,809.582279121,-384.0,1638.0,1337.0,813.863379198,7,1764.0,70.1997150991,1711.0,1906.0,1832.42857143,69.5026549681
Joxe_Azurmendi,3,1840.0,71.0844568102,1767.0,1909.0,1910.66666667,81.5250472759,0,,,,,,
H._L._A._Hart,5,1827.2,67.1245111714,1748.0,1911.0,1899.4,63.1688214232,5,1934.8,9.01110426086,1921.0,1944.0,2007.66666667,5.50757054729
Paul_Feyerabend,4,1880.5,51.2087232152,1806.0,1922.0,1951.25,53.6368965048,4,1938.5,13.3041346957,1922.0,1954.0,1974.0,
Evandro_Agazzi,0,,,,,,,0,,,,,,
Wendy_Brown_(political_scientist),3,1888.66666667,61.2318000171,1818.0,1926.0,1933.5,71.4177848998,0,,,,,,
Anaximander,1,-624.0,,-624.0,-624.0,-546.0,,4,49.75,1226.34562148,-585.0,1889.0,119.5,1237.85957739
Fredric_Jameson,2,1860.5,60.1040764009,1818.0,1903.0,1926.0,60.811183182,2,1952.5,4.94974746831,1949.0,1956.0,,
Gary_Chartier,4,1943.25,14.174507634,1932.0,1964.0,,,0,,,,,,
Walter_Kaufmann_(philosopher),4,1854.5,32.6445503364,1813.0,1883.0,1922.25,54.8657452333,2,1938.0,11.313708499,1930.0,1946.0,,
Mario_Bunge,3,1899.0,7.21110255093,1891.0,1905.0,1984.0,13.5277492585,0,,,,,,
Louis_Althusser,8,1772.125,156.277626129,1469.0,1904.0,1839.5,166.625328207,11,1938.72727273,11.243584029,1921.0,1958.0,1989.8,9.41806774238
Christian_Jakob_Kraus,2,1726.5,4.94974746831,1723.0,1730.0,1789.0,1.41421356237,1,1767.0,,1767.0,1767.0,1835.0,
Porphyry_(philosopher),1,-384.0,,-384.0,-384.0,-322.0,,2,779.5,423.556961931,480.0,1079.0,833.0,436.991990773
Peter_Ludlow,1,1928.0,,1928.0,1928.0,,,0,,,,,,
Maurice_Halbwachs,0,,,,,,,1,1913.0,,1913.0,1913.0,2005.0,
Gilles_Deleuze,18,1688.0,475.91200373,-99.0,1930.0,1754.61111111,484.504736684,18,1947.05555556,12.1678081656,1926.0,1969.0,1994.0,11.1355287257
Johann_Gottlieb_Fichte,6,1699.0,68.6906107121,1596.0,1757.0,1757.83333333,75.279257878,15,1861.6,64.0209787045,1767.0,1943.0,1922.07692308,62.8178073724
Félix_Ravaisson-Mollien,6,1343.0,848.970670871,-384.0,1775.0,1405.0,849.499381989,8,1906.0,27.4069855537,1859.0,1937.0,1978.0,28.047578624
Aristotle,4,-502.5,28.4312035154,-535.0,-470.0,-441.0,33.674916481,96,1672.05208333,491.47347457,-371.0,1980.0,1662.66216216,537.721481021
Baron_d'Holbach,3,1670.66666667,71.5984171147,1588.0,1713.0,1746.33333333,58.4494083232,4,1830.75,90.4263051698,1748.0,1959.0,1850.0,28.7923600978
Michel_Bréal,1,1791.0,,1791.0,1791.0,1867.0,,2,1878.5,27.5771644663,1859.0,1898.0,1960.0,36.7695526217
Karl_Kautsky,5,1816.2,8.84307638777,1806.0,1828.0,1884.2,8.10555365166,1,1873.0,,1873.0,1873.0,1937.0,
Michel_Onfray,15,1379.06666667,924.593382958,-435.0,1926.0,1445.0,917.876586787,0,,,,,,
Diogenes_of_Sinope,2,-457.5,17.6776695297,-470.0,-445.0,-382.0,24.0416305603,4,877.5,1205.15932557,-365.0,1959.0,596.0,1181.02624865
John_Selden,1,1583.0,,1583.0,1583.0,1645.0,,3,1649.66666667,72.1410655129,1588.0,1729.0,1726.66666667,62.1798466815
Susanna_Schellenberg,2,732.0,1578.26233561,-384.0,1848.0,801.5,1588.86893733,0,,,,,,
György_Lukács,6,1838.5,25.2883372328,1813.0,1875.0,1898.0,25.8766303834,11,1929.36363636,19.267966822,1892.0,1958.0,1986.0,26.3312235442
Richard_J._Bernstein,10,1884.0,46.7380406569,1813.0,1931.0,1953.0,57.0657515503,2,1953.5,9.19238815543,1947.0,1960.0,,
Nikolay_Lossky,2,1850.5,3.53553390593,1848.0,1853.0,1907.5,10.6066017178,1,1882.0,,1882.0,1882.0,1950.0,
Pāṇini,0,,,,,,,2,1859.5,96.8736290226,1791.0,1928.0,1867.0,
Gary_Peller,2,1947.5,7.77817459305,1942.0,1953.0,,,0,,,,,,
John_Locke,7,1311.71428571,747.862891687,-384.0,1623.0,1377.71428571,749.644741258,31,1765.09677419,87.5843802051,1659.0,1953.0,1826.56666667,90.5266900378
Bernard_Gert,4,1798.0,147.799413621,1588.0,1921.0,1881.25,145.612213316,0,,,,,,
Thomas_Metzinger,0,,,,,,,0,,,,,,
Rose_Rand,3,1891.66666667,10.0166528009,1882.0,1902.0,1966.66666667,29.1433239925,0,,,,,,
Nathan_Salmon,1,1940.0,,1940.0,1940.0,,,0,,,,,,
Roberto_Torretti,1,-384.0,,-384.0,-384.0,-322.0,,0,,,,,,
Jean-Marie_Guyau,3,511.333333333,1150.50438214,-341.0,1820.0,589.333333333,1155.55022969,1,1907.0,,1907.0,1907.0,1968.0,
